,satisfaction_level,last_evaluation_score,project_count,average_monthly_hours,years_of_working,workplace_acciedent_count,employment_status,promotion_last_5years,department,salary_range,Score_variance
7074,0.93,0.57,5,143,2,0,0,0,support,medium,-0.3600000000000001
7075,0.3,0.47,6,156,2,1,0,0,support,medium,0.16999999999999998
7076,0.57,0.7,3,210,2,0,0,0,support,medium,0.13
7078,0.83,0.79,4,270,3,1,0,0,support,medium,-0.039999999999999925
7079,0.38,0.64,5,160,3,0,0,0,support,high,0.26
7080,0.97,0.95,4,173,2,0,0,0,technical,low,-0.020000000000000018
7081,0.7,1.0,4,261,3,0,0,0,technical,low,0.30000000000000004
7083,0.58,0.58,3,122,3,0,0,0,management,high,0.0
7084,0.69,0.57,5,227,4,0,0,0,IT,low,-0.12
7085,0.88,0.6,2,168,3,0,0,0,IT,low,-0.28
7086,0.57,0.91,4,252,4,0,0,0,IT,low,0.3400000000000001
7087,0.94,0.8,5,170,4,0,0,0,IT,high,-0.1399999999999999
7088,0.94,0.58,3,135,3,0,0,0,IT,low,-0.36
7089,0.46,0.49,5,286,5,0,0,0,product_mng,low,0.02999999999999997
7090,0.49,0.57,2,213,3,1,0,0,product_mng,low,0.07999999999999996
7091,0.96,1.0,5,148,3,0,0,0,product_mng,low,0.040000000000000036
7092,0.29,0.95,5,117,4,0,0,0,product_mng,low,0.6599999999999999
7093,0.94,0.69,3,164,2,0,0,0,IT,low,-0.25
7094,0.56,0.64,3,262,2,1,0,0,RandD,low,0.07999999999999996
7095,0.18,0.49,5,250,5,1,0,0,RandD,medium,0.31
7096,0.84,0.83,4,222,3,0,0,0,RandD,medium,-0.010000000000000009
7097,0.58,0.96,3,192,4,0,0,0,RandD,medium,0.38
7099,0.59,0.53,4,216,2,0,0,0,marketing,medium,-0.05999999999999994
7100,0.66,0.65,3,234,2,0,0,0,marketing,medium,-0.010000000000000009
7101,0.58,0.82,4,268,3,0,0,0,sales,medium,0.24
7102,0.66,0.49,4,194,5,0,0,0,accounting,medium,-0.17000000000000004
7103,0.56,0.78,3,200,2,0,0,0,support,medium,0.21999999999999997
7104,0.92,0.78,3,194,3,0,0,0,technical,medium,-0.14
7105,0.56,0.69,3,176,3,0,0,0,management,medium,0.1299999999999999
7106,0.57,0.59,4,158,3,0,0,0,marketing,medium,0.020000000000000018
7107,0.99,0.79,3,271,4,0,0,0,marketing,high,-0.19999999999999996
7108,0.76,0.93,4,187,4,0,0,0,marketing,low,0.17000000000000004
7109,0.78,0.91,4,202,2,0,0,0,sales,medium,0.13
7110,0.99,0.48,5,202,2,0,0,0,sales,medium,-0.51
7111,0.71,0.95,6,204,3,1,0,0,sales,medium,0.24
7112,0.51,0.96,4,204,3,1,0,0,sales,medium,0.44999999999999996
7113,0.88,0.82,3,244,3,0,0,0,sales,low,-0.06000000000000005
7114,0.96,0.83,3,234,3,0,0,0,sales,low,-0.13
7115,0.9,0.64,4,217,3,0,0,0,sales,low,-0.26
7116,0.77,0.51,4,142,4,0,0,0,sales,low,-0.26
7117,0.95,0.5,4,186,3,1,0,0,sales,low,-0.44999999999999996
7118,0.85,0.67,3,267,2,1,0,0,sales,low,-0.17999999999999994
7119,0.46,0.79,2,108,3,0,0,0,sales,low,0.33
7120,0.57,0.95,3,274,4,0,0,0,sales,low,0.38
7121,0.93,1.0,3,148,4,0,0,0,sales,low,0.06999999999999995
7122,0.78,0.68,5,168,3,0,0,0,sales,low,-0.09999999999999998
7123,0.68,1.0,4,185,2,1,0,0,sales,low,0.31999999999999995
7124,0.83,0.78,3,257,2,0,0,0,sales,low,-0.04999999999999993
7125,0.56,0.51,5,256,4,1,0,0,sales,low,-0.050000000000000044
7126,0.93,0.78,2,188,2,0,0,0,sales,low,-0.15000000000000002
7127,0.13,0.53,6,173,4,0,0,0,sales,low,0.4
7128,0.71,0.99,5,208,2,1,0,0,accounting,low,0.28
7129,0.98,0.74,4,202,3,0,0,0,accounting,low,-0.24
7130,0.83,0.82,3,134,3,0,0,0,accounting,low,-0.010000000000000009
7131,0.78,0.65,3,154,2,0,0,0,hr,low,-0.13
7132,0.35,0.58,3,103,3,0,0,0,hr,low,0.22999999999999998
7134,0.86,0.88,4,274,3,0,0,0,hr,medium,0.020000000000000018
7135,0.33,0.61,2,163,3,0,0,0,technical,medium,0.27999999999999997
7136,0.3,0.86,6,232,3,0,0,0,technical,medium,0.56
7137,0.75,0.63,4,268,3,0,0,0,technical,medium,-0.12
7138,0.8,0.98,3,209,3,0,0,0,technical,medium,0.17999999999999994
7139,0.98,0.53,5,238,3,0,0,0,technical,medium,-0.44999999999999996
7140,0.72,0.48,3,155,2,0,0,0,technical,medium,-0.24
7141,0.82,0.52,5,270,3,0,0,0,technical,medium,-0.29999999999999993
7142,0.91,0.59,3,134,2,1,0,0,technical,medium,-0.32000000000000006
7143,0.84,0.78,3,221,3,1,0,0,technical,medium,-0.05999999999999994
7144,0.95,0.74,4,258,3,0,0,0,technical,medium,-0.20999999999999996
7145,0.53,0.51,6,272,5,0,0,0,technical,medium,-0.020000000000000018
7146,0.5,0.5,4,184,3,0,0,0,support,high,0.0
7147,0.36,0.95,6,276,2,0,0,0,support,low,0.59
7148,0.33,0.38,4,186,3,0,0,0,support,medium,0.04999999999999999
7149,0.38,0.47,3,189,5,0,0,0,support,medium,0.08999999999999997
7150,0.7,0.9,3,224,3,0,0,0,support,medium,0.20000000000000007
7152,0.32,0.66,3,144,2,0,0,0,support,low,0.34
7153,0.63,0.93,6,171,3,1,0,0,support,low,0.30000000000000004
7154,0.56,0.54,3,232,2,0,0,0,support,low,-0.020000000000000018
7155,0.56,0.78,4,193,2,1,0,0,support,low,0.21999999999999997
7156,0.81,0.78,3,166,2,0,0,0,support,low,-0.030000000000000027
7157,0.89,0.75,3,167,2,0,0,0,technical,low,-0.14
7158,0.63,0.87,2,101,3,0,0,0,technical,low,0.24
7159,0.64,0.66,5,266,3,0,0,0,technical,low,0.020000000000000018
7160,0.46,0.53,3,135,2,0,0,0,management,low,0.07
7161,0.76,0.56,4,137,3,0,0,0,IT,low,-0.19999999999999996
7162,0.99,0.71,3,191,3,0,0,0,IT,low,-0.28
7163,0.85,0.76,4,262,2,0,0,0,IT,low,-0.08999999999999997
7164,0.78,0.99,3,174,3,0,0,0,IT,low,0.20999999999999996
7165,0.91,0.56,4,241,2,0,0,0,IT,low,-0.35
7166,0.16,0.57,5,144,4,1,0,0,product_mng,low,0.4099999999999999
7167,0.71,0.57,3,218,3,0,0,0,product_mng,low,-0.14
7168,0.92,0.68,5,210,2,0,0,0,product_mng,low,-0.24
7169,0.21,0.98,6,208,5,1,0,0,product_mng,low,0.77
7170,0.74,0.6,3,232,3,0,0,0,IT,low,-0.14
7171,0.76,0.6,3,140,2,0,0,0,RandD,low,-0.16000000000000003
7172,0.62,0.95,3,189,4,0,0,0,RandD,low,0.32999999999999996
7173,1.0,0.61,5,264,3,0,0,0,RandD,medium,-0.39
7174,0.67,0.54,5,157,2,0,0,0,RandD,medium,-0.13
7175,0.81,0.87,4,161,2,0,0,0,RandD,medium,0.05999999999999994
7176,0.84,0.69,4,149,3,0,0,0,marketing,medium,-0.15000000000000002
7177,0.84,0.99,3,144,4,0,0,0,sales,medium,0.15000000000000002
7178,0.97,0.97,4,242,2,0,0,0,accounting,medium,0.0
7179,0.7,0.5,6,214,5,0,0,0,support,medium,-0.19999999999999996
7180,0.52,0.74,4,174,3,0,0,0,technical,medium,0.21999999999999997
7181,0.46,0.88,5,169,3,0,0,0,management,medium,0.42
7182,1.0,0.87,4,268,2,0,0,0,marketing,medium,-0.13
7183,0.91,0.58,3,257,3,0,0,0,marketing,medium,-0.33000000000000007
7184,0.16,0.69,4,187,5,0,0,0,marketing,medium,0.5299999999999999
7185,0.58,0.62,5,270,2,0,0,0,sales,high,0.040000000000000036
7186,0.75,0.61,5,173,4,0,0,0,sales,low,-0.14
7187,0.96,0.62,6,193,4,0,0,0,sales,medium,-0.33999999999999997
7188,0.92,0.78,4,212,2,0,0,0,sales,medium,-0.14
7189,0.35,0.63,3,156,3,0,0,0,sales,medium,0.28
7190,0.56,0.96,3,244,3,0,0,0,sales,medium,0.3999999999999999
7191,0.27,0.96,3,255,4,0,0,0,sales,low,0.69
7192,0.66,0.72,5,152,3,1,0,0,sales,low,0.05999999999999994
7193,0.66,0.98,4,163,3,1,0,0,sales,low,0.31999999999999995
7194,0.98,0.69,3,150,2,0,0,0,sales,low,-0.29000000000000004
7195,0.51,0.58,4,169,2,0,0,0,sales,low,0.06999999999999995
7196,0.51,0.83,3,133,3,0,0,0,sales,low,0.31999999999999995
7197,0.53,0.94,4,202,3,1,0,0,sales,low,0.4099999999999999
7198,0.69,0.7,4,169,2,0,0,0,sales,low,0.010000000000000009
7199,0.66,0.74,4,270,2,1,0,0,sales,low,0.07999999999999996
7200,0.89,0.76,3,251,2,1,0,0,sales,low,-0.13
7201,0.74,0.64,3,267,5,0,0,0,sales,low,-0.09999999999999998
7202,0.82,0.75,4,224,3,0,0,0,sales,low,-0.06999999999999995
7203,0.66,0.9,3,250,2,0,0,0,sales,low,0.24
7204,0.59,0.97,3,258,2,0,0,0,accounting,low,0.38
7205,0.13,0.65,2,209,5,0,0,0,accounting,low,0.52
7206,0.68,0.74,4,215,3,0,0,0,accounting,low,0.05999999999999994
7207,0.5,0.81,3,183,3,0,0,0,hr,low,0.31000000000000005
7208,0.6,0.82,3,143,3,0,0,0,hr,low,0.21999999999999997
7209,0.87,0.98,3,174,3,0,0,0,hr,low,0.10999999999999999
7210,0.51,0.89,6,170,4,0,0,0,hr,low,0.38
7211,0.78,0.63,3,202,2,0,0,0,technical,low,-0.15000000000000002
7212,0.66,0.96,4,160,2,0,0,0,technical,medium,0.29999999999999993
7213,0.72,0.73,5,211,2,0,0,0,technical,medium,0.010000000000000009
7214,0.57,0.98,3,236,3,1,0,0,technical,medium,0.41000000000000003
7215,0.5,0.49,4,236,3,0,0,0,technical,medium,-0.010000000000000009
7216,0.72,0.62,4,252,2,1,0,0,technical,medium,-0.09999999999999998
7217,0.41,0.48,3,155,2,1,0,0,technical,medium,0.07
7218,0.55,0.65,5,138,2,0,0,0,technical,medium,0.09999999999999998
7219,0.49,0.94,4,195,3,1,0,0,technical,medium,0.44999999999999996
7220,0.8,0.94,3,150,3,0,0,0,technical,medium,0.1399999999999999
7221,0.78,0.51,3,172,3,0,0,0,technical,medium,-0.27
7222,0.69,0.56,3,240,2,0,0,0,support,medium,-0.1299999999999999
7224,0.89,0.73,3,169,3,0,0,0,support,high,-0.16000000000000003
7225,0.94,0.82,3,246,3,0,0,0,support,low,-0.12
7226,0.51,0.53,4,260,2,1,0,0,support,medium,0.020000000000000018
7228,0.99,0.69,3,190,3,0,0,0,support,medium,-0.30000000000000004
7229,0.79,0.66,3,154,4,0,0,0,support,medium,-0.13
7230,0.98,0.97,4,196,4,0,0,0,support,low,-0.010000000000000009
7231,0.98,0.97,3,209,3,0,0,0,support,low,-0.010000000000000009
7232,0.97,0.67,4,223,3,0,0,0,support,low,-0.29999999999999993
7233,0.71,0.71,4,221,3,0,0,0,technical,low,0.0
7234,0.49,0.6,4,141,3,0,0,0,technical,low,0.10999999999999999
7235,0.72,0.71,3,135,3,0,0,0,technical,low,-0.010000000000000009
7236,0.58,0.61,2,191,3,1,0,0,management,low,0.030000000000000027
7237,0.65,1.0,4,195,3,0,0,0,IT,low,0.35
7238,0.18,0.55,5,217,4,0,0,0,IT,low,0.37000000000000005
7239,0.83,0.99,4,184,3,0,0,0,IT,low,0.16000000000000003
7240,0.2,0.76,5,188,3,0,0,0,IT,low,0.56
7242,0.59,0.69,4,226,3,0,0,0,product_mng,low,0.09999999999999998
7243,0.97,0.99,3,196,3,0,0,0,product_mng,low,0.020000000000000018
7244,0.14,0.99,6,251,4,0,0,0,product_mng,low,0.85
7245,0.75,0.96,4,150,2,0,0,0,product_mng,low,0.20999999999999996
7246,0.71,0.63,3,249,3,0,0,0,IT,low,-0.07999999999999996
7247,0.84,0.52,4,251,3,0,0,0,RandD,low,-0.31999999999999995
7248,0.57,0.75,5,252,3,0,0,0,RandD,medium,0.18000000000000005
7249,0.46,0.55,5,261,5,0,0,0,RandD,medium,0.09000000000000002
7250,0.77,0.94,4,225,2,0,0,0,RandD,medium,0.16999999999999993
7251,0.44,0.65,2,151,3,0,0,0,RandD,medium,0.21000000000000002
7252,0.68,0.59,4,147,2,0,0,0,marketing,medium,-0.09000000000000008
7253,0.94,0.58,4,159,3,0,0,0,sales,medium,-0.36
7254,0.73,0.91,4,241,2,1,0,0,accounting,medium,0.18000000000000005
7255,0.51,0.5,5,176,5,0,0,0,support,medium,-0.010000000000000009
7256,0.93,0.87,4,218,4,0,0,0,technical,medium,-0.06000000000000005
7257,0.74,1.0,4,219,3,0,0,0,management,medium,0.26
7258,0.82,0.9,3,227,3,0,0,0,marketing,medium,0.08000000000000007
7259,0.86,0.91,4,182,2,0,0,0,marketing,medium,0.050000000000000044
7260,0.99,0.86,4,196,2,1,0,0,marketing,high,-0.13
7261,0.58,0.86,4,257,3,0,0,0,sales,low,0.28
7262,0.96,0.6,5,182,5,0,0,0,sales,medium,-0.36
7263,0.72,0.67,4,192,3,0,0,0,sales,medium,-0.04999999999999993
7264,0.23,0.94,4,142,4,0,0,0,sales,medium,0.71
7265,0.99,0.79,4,172,2,0,0,0,sales,medium,-0.19999999999999996
7266,0.95,0.58,4,188,3,0,0,0,sales,low,-0.37
7267,0.75,0.55,5,281,3,1,0,0,sales,low,-0.19999999999999996
7268,0.95,0.54,4,255,2,0,0,0,sales,low,-0.4099999999999999
7269,0.97,0.84,3,223,3,0,0,0,sales,low,-0.13
7270,0.98,0.86,2,219,4,0,0,0,sales,low,-0.12
7271,0.79,0.98,3,195,2,0,0,0,sales,low,0.18999999999999995
7272,0.54,0.91,2,156,3,0,0,0,sales,low,0.37
7273,0.51,0.51,5,259,4,0,0,0,sales,low,0.0
7274,0.83,0.91,4,266,3,1,0,0,sales,low,0.08000000000000007
7275,0.6,0.7,3,147,2,0,0,0,sales,low,0.09999999999999998
7276,0.58,0.83,4,207,3,0,0,0,sales,low,0.25
7277,0.55,0.68,3,185,2,0,0,0,sales,low,0.13
7278,0.5,0.64,5,195,2,0,0,0,sales,low,0.14
7279,0.46,0.41,6,148,4,0,0,0,sales,low,-0.050000000000000044
7280,0.61,0.82,3,157,2,0,0,0,accounting,low,0.20999999999999996
7281,0.91,0.98,4,146,3,0,0,0,accounting,low,0.06999999999999995
7282,0.5,0.94,3,262,4,0,0,0,accounting,low,0.43999999999999995
7283,0.75,0.82,3,169,3,0,0,0,hr,low,0.06999999999999995
7284,0.74,0.87,3,192,3,1,0,0,hr,low,0.13
7285,0.62,0.53,4,147,2,0,0,0,hr,low,-0.08999999999999997
7286,0.87,0.76,5,254,2,1,0,0,hr,low,-0.10999999999999999
7287,0.13,0.72,3,244,4,0,0,0,technical,medium,0.59
7289,0.7,0.9,3,173,2,0,0,0,technical,medium,0.20000000000000007
7290,0.32,0.87,2,197,2,1,0,0,technical,medium,0.55
7291,0.84,0.72,3,256,4,0,0,0,technical,medium,-0.12
7292,0.79,0.87,4,253,2,0,0,0,technical,medium,0.07999999999999996
7293,0.97,0.64,4,152,2,0,0,0,technical,medium,-0.32999999999999996
7294,0.76,0.58,5,136,3,0,0,0,technical,medium,-0.18000000000000005
7295,0.97,0.63,3,141,3,0,0,0,technical,medium,-0.33999999999999997
7296,0.53,0.4,5,212,3,1,0,0,technical,medium,-0.13
7297,0.61,0.57,4,144,3,0,0,0,technical,medium,-0.040000000000000036
7298,0.94,0.89,2,118,4,0,0,0,support,medium,-0.04999999999999993
7299,0.52,0.79,5,265,3,1,0,0,support,high,0.27
7300,0.91,0.67,3,143,3,0,0,0,support,low,-0.24
7301,0.52,0.63,3,230,2,0,0,0,support,medium,0.10999999999999999
7302,0.59,0.68,5,243,2,0,0,0,support,medium,0.09000000000000008
7303,0.61,0.71,3,152,4,1,0,0,support,medium,0.09999999999999998
7304,0.78,0.78,3,252,3,0,0,0,support,medium,0.0
7305,0.44,0.67,3,113,2,0,0,0,support,low,0.23000000000000004
7306,0.8,0.97,4,259,2,0,0,0,support,low,0.16999999999999993
7307,0.54,0.6,4,139,5,0,0,0,support,low,0.05999999999999994
7308,0.96,0.91,4,228,3,1,0,0,support,low,-0.04999999999999993
7309,0.98,0.49,4,214,3,0,0,0,technical,low,-0.49
7310,0.83,0.91,4,210,4,0,0,0,technical,low,0.08000000000000007
7311,0.64,0.89,4,146,3,0,0,0,technical,low,0.25
7312,0.51,0.78,3,155,2,0,0,0,management,low,0.27
7313,0.31,0.42,2,169,5,0,0,0,IT,low,0.10999999999999999
7314,0.53,0.68,3,258,3,0,0,0,IT,low,0.15000000000000002
7315,0.81,0.53,3,258,2,0,0,0,IT,low,-0.28
7316,0.17,0.85,3,168,4,0,0,0,IT,low,0.6799999999999999
7317,0.72,0.98,3,211,2,0,0,0,IT,low,0.26
7318,0.49,0.49,2,245,3,0,0,0,product_mng,low,0.0
7319,0.81,0.95,3,204,2,0,0,0,product_mng,low,0.1399999999999999
7320,0.75,0.98,2,161,3,0,0,0,product_mng,low,0.22999999999999998
7321,0.74,0.73,3,267,3,0,0,0,product_mng,low,-0.010000000000000009
7322,0.82,0.73,3,183,3,0,0,0,IT,low,-0.08999999999999997
7323,0.36,0.4,2,105,3,0,0,0,RandD,low,0.040000000000000036
7324,0.89,0.55,3,260,2,0,0,0,RandD,low,-0.33999999999999997
7325,0.78,0.87,3,183,4,0,0,0,RandD,low,0.08999999999999997
7326,0.81,0.56,4,262,3,0,0,0,RandD,medium,-0.25
7327,0.61,0.78,4,244,4,0,0,0,RandD,medium,0.17000000000000004
7329,0.73,1.0,4,146,3,0,0,0,sales,medium,0.27
7331,0.99,0.63,5,229,2,0,0,0,support,medium,-0.36
7332,0.62,0.54,4,170,3,0,0,0,technical,medium,-0.07999999999999996
7333,0.61,0.93,3,250,4,0,0,0,management,medium,0.32000000000000006
7334,0.9,0.98,2,243,3,0,0,0,marketing,medium,0.07999999999999996
7335,0.93,0.67,4,135,3,1,0,0,marketing,medium,-0.26
7336,0.52,0.75,4,266,3,0,0,0,marketing,medium,0.22999999999999998
7337,0.77,0.72,4,223,3,0,0,0,sales,medium,-0.050000000000000044
7338,0.59,0.76,4,234,3,0,0,0,sales,high,0.17000000000000004
7339,0.51,0.59,4,187,3,0,0,0,sales,low,0.07999999999999996
7340,0.67,0.95,3,229,3,0,0,0,sales,medium,0.2799999999999999
7341,0.95,0.65,3,155,2,1,0,0,sales,medium,-0.29999999999999993
7342,0.75,0.76,3,246,3,0,0,0,sales,medium,0.010000000000000009
7343,0.54,0.61,3,152,3,0,0,0,sales,medium,0.06999999999999995
7344,0.45,0.71,2,172,2,0,0,0,sales,low,0.25999999999999995
7345,0.66,0.66,4,255,5,0,0,0,sales,low,0.0
7346,0.36,0.69,3,98,2,0,0,0,sales,low,0.32999999999999996
7348,0.61,0.63,4,146,4,1,0,0,sales,low,0.020000000000000018
7349,0.71,0.7,4,213,3,0,0,0,sales,low,-0.010000000000000009
7350,0.6,0.99,4,160,3,0,0,0,sales,low,0.39
7351,0.19,0.61,3,272,4,0,0,0,sales,low,0.42
7352,0.91,1.0,4,125,4,0,0,0,sales,medium,0.08999999999999997
7353,0.98,0.69,3,152,2,0,0,0,sales,medium,-0.29000000000000004
7354,0.9,0.78,3,162,2,0,0,0,sales,medium,-0.12
7356,0.52,0.56,3,225,3,0,0,0,accounting,medium,0.040000000000000036
7357,0.77,0.56,3,236,3,1,0,0,accounting,medium,-0.20999999999999996
7358,0.98,0.62,3,203,2,0,0,0,accounting,medium,-0.36
7359,0.79,0.5,4,252,3,1,0,0,hr,medium,-0.29000000000000004
7360,0.73,0.91,3,135,2,0,0,0,hr,medium,0.18000000000000005
7361,0.97,0.95,3,257,2,0,0,0,hr,medium,-0.020000000000000018
7362,0.38,0.6,5,145,5,0,0,0,hr,medium,0.21999999999999997
7363,0.59,0.48,5,267,3,0,0,0,technical,medium,-0.10999999999999999
7364,0.73,0.79,4,208,5,0,0,0,technical,medium,0.06000000000000005
7365,0.84,0.53,4,206,3,0,0,0,technical,medium,-0.30999999999999994
7366,0.61,0.59,4,247,2,0,0,0,technical,medium,-0.020000000000000018
7367,0.79,0.78,2,228,2,0,0,0,technical,medium,-0.010000000000000009
7368,0.73,0.91,4,248,2,1,0,0,technical,medium,0.18000000000000005
7369,0.22,0.9,4,209,5,0,0,0,technical,medium,0.68
7370,0.84,0.52,5,171,3,0,0,0,technical,medium,-0.31999999999999995
7371,0.21,0.85,6,221,5,0,0,0,technical,medium,0.64
7372,0.44,0.69,2,173,2,0,0,0,technical,medium,0.24999999999999994
7373,0.2,0.52,5,218,5,0,0,0,technical,medium,0.32
7374,0.51,0.86,4,223,3,1,0,0,support,medium,0.35
7375,0.55,0.98,3,169,2,0,0,0,support,medium,0.42999999999999994
7376,0.24,0.38,6,109,2,0,0,0,support,medium,0.14
7377,0.65,0.77,4,273,2,0,0,0,support,high,0.12
7378,0.44,0.42,3,178,3,0,0,0,support,high,-0.020000000000000018
7379,0.98,0.67,4,189,4,0,0,0,support,high,-0.30999999999999994
7380,0.69,0.8,5,203,2,1,0,0,support,high,0.1100000000000001
7381,0.71,0.56,3,177,4,0,0,0,support,high,-0.1499999999999999
7382,0.54,0.71,5,253,2,1,0,0,support,high,0.16999999999999993
7383,0.77,0.98,3,273,3,0,0,0,support,high,0.20999999999999996
7384,0.53,0.43,2,139,3,0,0,0,support,high,-0.10000000000000003
7385,0.64,0.72,3,185,2,1,0,0,technical,high,0.07999999999999996
7386,0.69,0.59,5,182,4,0,0,0,technical,high,-0.09999999999999998
7387,0.93,0.71,5,270,2,0,0,0,technical,high,-0.22000000000000008
7388,0.58,0.65,3,139,4,0,0,0,management,high,0.07000000000000006
7390,0.95,0.57,3,238,3,0,0,0,IT,low,-0.38
7391,0.65,0.9,3,241,3,0,0,0,IT,low,0.25
7392,0.9,0.7,3,223,2,0,0,0,IT,low,-0.20000000000000007
7393,0.59,0.8,3,258,3,1,0,0,IT,low,0.21000000000000008
7394,0.88,0.55,4,205,4,0,0,0,product_mng,low,-0.32999999999999996
7395,0.63,0.83,4,243,4,0,0,0,product_mng,low,0.19999999999999996
7396,0.53,0.61,4,198,2,0,0,0,product_mng,low,0.07999999999999996
7397,0.63,0.64,4,178,3,0,0,0,product_mng,low,0.010000000000000009
7398,0.96,0.76,4,158,3,0,0,0,IT,low,-0.19999999999999996
7399,0.7,0.73,3,194,2,0,0,0,RandD,low,0.030000000000000027
7400,0.73,0.36,4,253,2,1,0,0,RandD,low,-0.37
7401,0.94,0.8,4,228,2,0,0,0,RandD,low,-0.1399999999999999
7402,0.82,0.58,5,227,3,0,0,0,RandD,low,-0.24
7403,0.44,0.63,3,162,2,0,0,0,RandD,low,0.19
7404,0.58,0.9,5,257,3,0,0,0,marketing,medium,0.32000000000000006
7405,0.55,0.97,2,140,2,0,0,0,sales,medium,0.41999999999999993
7406,0.92,0.84,3,164,2,0,0,0,accounting,medium,-0.08000000000000007
7407,0.91,0.59,4,177,4,0,0,0,support,medium,-0.32000000000000006
7408,0.69,0.61,4,260,4,0,0,0,technical,medium,-0.07999999999999996
7409,0.23,0.7,4,233,2,0,0,0,management,medium,0.47
7410,0.21,0.81,4,227,5,0,0,0,marketing,medium,0.6000000000000001
7411,0.51,0.6,4,140,3,0,0,0,marketing,medium,0.08999999999999997
7412,0.73,0.74,3,254,4,1,0,0,marketing,medium,0.010000000000000009
7413,0.65,0.67,3,245,3,0,0,0,sales,medium,0.020000000000000018
7414,0.64,0.48,2,157,2,0,0,0,sales,medium,-0.16000000000000003
7415,0.77,0.49,3,265,3,0,0,0,sales,medium,-0.28
7416,0.71,0.79,4,261,3,0,0,0,sales,high,0.08000000000000007
7418,0.99,0.57,4,216,3,0,0,0,sales,high,-0.42000000000000004
7419,0.77,0.57,4,238,3,0,0,0,sales,high,-0.20000000000000007
7420,0.8,0.56,2,204,3,0,0,0,sales,high,-0.24
7421,0.97,0.5,4,216,2,0,0,0,sales,high,-0.47
7422,0.89,0.53,4,208,3,0,0,0,sales,high,-0.36
7423,0.97,0.7,4,218,2,0,0,0,sales,high,-0.27
7424,0.23,0.99,5,176,4,1,0,0,sales,low,0.76
7425,0.6,0.75,4,144,2,0,0,0,sales,low,0.15000000000000002
7426,0.52,0.63,5,241,3,0,0,0,sales,low,0.10999999999999999
7427,0.86,0.63,3,271,2,0,0,0,sales,low,-0.22999999999999998
7428,0.86,0.95,4,184,3,0,0,0,sales,low,0.08999999999999997
7429,0.76,0.58,3,262,2,0,0,0,sales,low,-0.18000000000000005
7431,0.35,0.52,3,155,3,0,0,0,sales,low,0.17000000000000004
7432,1.0,0.97,5,141,2,0,0,0,accounting,medium,-0.030000000000000027
7433,0.2,0.8,6,251,5,0,0,0,accounting,medium,0.6000000000000001
7434,0.57,0.62,5,141,3,0,0,0,accounting,medium,0.050000000000000044
7435,0.23,0.46,4,274,5,1,0,0,hr,medium,0.23
7436,0.82,0.97,3,160,2,0,0,0,hr,medium,0.15000000000000002
7437,0.98,0.8,3,166,2,0,0,0,hr,medium,-0.17999999999999994
7438,0.52,0.7,4,219,3,0,0,0,hr,medium,0.17999999999999994
7440,0.69,0.64,4,190,4,0,0,0,technical,medium,-0.04999999999999993
7441,0.92,0.77,5,191,2,0,0,0,technical,medium,-0.15000000000000002
7442,0.91,0.43,4,117,5,1,0,0,technical,medium,-0.48000000000000004
7444,0.91,0.77,4,239,2,0,0,0,technical,medium,-0.14
7445,0.79,0.55,4,145,3,0,0,0,technical,medium,-0.24
7446,0.74,0.95,3,157,4,0,0,0,technical,medium,0.20999999999999996
7447,0.73,0.72,3,166,3,0,0,0,technical,medium,-0.010000000000000009
7448,0.55,0.98,4,137,2,0,0,0,technical,medium,0.42999999999999994
7449,0.79,0.97,5,208,4,1,0,0,technical,medium,0.17999999999999994
7450,0.53,0.51,4,174,2,0,0,0,support,medium,-0.020000000000000018
7451,0.7,0.6,3,267,3,0,0,0,support,medium,-0.09999999999999998
7453,0.95,0.76,4,220,3,0,0,0,support,medium,-0.18999999999999995
7454,0.49,0.57,4,141,3,0,0,0,support,medium,0.07999999999999996
7455,0.79,0.9,5,146,3,1,0,0,support,high,0.10999999999999999
7456,0.99,0.86,3,166,2,0,0,0,support,low,-0.13
7457,0.56,0.79,4,197,2,0,0,0,support,medium,0.22999999999999998
7458,0.7,0.79,4,240,2,0,0,0,support,medium,0.09000000000000008
7459,0.93,0.65,4,258,3,0,0,0,support,medium,-0.28
7460,0.46,0.66,6,229,3,0,0,0,support,medium,0.2
7461,0.24,0.61,5,252,4,0,0,0,technical,medium,0.37
7462,0.32,0.41,3,138,3,1,0,0,technical,medium,0.08999999999999997
7463,0.5,0.78,4,208,3,1,0,0,technical,medium,0.28
7464,0.58,0.72,3,113,3,1,0,0,management,medium,0.14
7465,0.83,0.81,4,209,4,0,0,0,IT,medium,-0.019999999999999907
7466,0.57,0.42,2,248,4,0,0,0,IT,medium,-0.14999999999999997
7467,0.51,0.83,5,161,3,0,0,0,IT,low,0.31999999999999995
7468,0.65,0.96,2,246,2,1,0,0,IT,low,0.30999999999999994
7469,0.52,0.41,3,283,3,0,0,0,IT,low,-0.11000000000000004
7470,0.77,0.7,3,145,2,0,0,0,product_mng,low,-0.07000000000000006
7471,0.42,0.77,3,270,3,0,0,0,product_mng,low,0.35000000000000003
7472,0.68,0.79,4,273,4,0,0,0,product_mng,low,0.10999999999999999
7474,0.66,0.63,3,166,3,0,0,0,IT,high,-0.030000000000000027
7475,0.75,0.57,3,158,2,1,0,0,RandD,low,-0.18000000000000005
